Energy consumption,Duration,Distance,Speed,State of charge,Odometer readings,Battery voltage range,Battery temperature range,Insulation resistance,Pressure,Humidity,Wind speed,Visibility,Temperature,Precipitation,Season,Date,Period,Battery capacity,Vehicle Type,Curb Weight
29.832511083333333,476.6666666666667,206.0,25.772492135616915,89.0,118188.0,0.02400000000000002,2.0,8192.0,752.5,47.0,2.0,27.0,37.9,0.0,2.0,2.0,3.0,50.8,1.0,1640.0
8.542916472222224,122.5,59.0,28.891304347826086,82.0,178057.0,0.020999999999999908,2.0,8192.0,758.3,94.0,2.0,4.3,21.3,1.0,2.0,6.0,4.0,61.1,1.0,1560.0
1.951868916666667,24.333333333333332,15.0,37.77346938775511,57.0,51723.0,0.04400000000000004,1.0,4982.0,767.8,75.0,3.0,30.0,17.7,12.0,3.0,5.0,3.0,50.8,1.0,1640.0
8.93805375,113.3,65.0,34.50367107195301,56.0,101446.0,0.02499999999999991,2.0,8192.0,761.5,55.0,3.0,30.0,26.0,0.0,3.0,5.0,2.0,61.1,1.0,1560.0
0.6597952777777778,10.5,3.0,17.7140625,24.0,193417.0,0.016000000000000014,1.0,5059.0,757.1,84.0,6.0,28.0,24.4,7.0,3.0,2.0,3.0,50.8,1.0,1640.0
5.908483277777778,98.0,35.0,21.321731748726656,56.0,105083.0,0.015000000000000124,3.0,4904.0,751.9,52.0,1.0,23.0,34.6,0.0,2.0,5.0,3.0,50.8,1.0,1550.0
4.3538770555555555,130.66666666666666,33.0,15.350573248407644,80.0,172378.0,0.020000000000000018,2.0,4893.0,757.4,73.0,3.0,18.0,18.6,0.0,1.0,2.0,4.0,50.8,1.0,1550.0
0.6268411944444445,18.5,3.0,7.666071428571428,78.0,171052.0,0.016999999999999904,3.0,4910.0,756.2,71.0,2.0,8.0,21.0,0.0,1.0,5.0,3.0,50.8,1.0,1640.0
1.1125438055555559,20.333333333333332,9.0,25.990243902439023,65.0,155853.0,0.028000000000000025,1.0,4845.0,761.1,89.0,5.0,9.0,15.7,1.0,3.0,2.0,4.0,50.8,1.0,1550.0
0.8248718333333334,17.166666666666668,6.0,18.45384615384615,52.0,283455.0,0.007000000000000117,2.0,4885.0,776.1,59.0,4.0,25.0,4.1,0.0,4.0,2.0,4.0,50.8,1.0,1640.0
4.486861166666667,14.333333333333334,8.0,31.775,99.0,81677.0,0.011999999999999567,1.0,5090.0,756.1,100.0,1.0,8.0,25.5,15.0,2.0,7.0,4.0,12.0,4.0,1730.0
8.088618583333334,133.0,47.0,20.954317897371716,75.0,46480.0,0.022999999999999687,3.0,8192.0,759.6,81.0,2.0,30.0,24.1,0.0,3.0,7.0,4.0,61.1,1.0,1560.0
15.672065555555555,378.1666666666667,106.0,16.81130664320282,97.0,55333.0,0.024999999999999467,3.0,4966.0,755.1,84.0,3.0,13.0,25.2,0.0,3.0,3.0,4.0,50.8,1.0,1640.0
34.92541033333333,717.05,228.0,18.925794392523365,84.0,108383.0,0.01100000000000012,2.0,3638.0,757.9,46.0,4.0,30.0,23.4,0.0,2.0,7.0,2.0,50.8,1.0,1640.0
16.319850250000002,133.33333333333334,86.0,38.49650436953808,100.0,238117.0,0.03400000000000025,0.0,4821.0,769.3,86.0,1.0,6.0,2.7,0.0,4.0,6.0,3.0,52.5,1.0,1560.0
1.1190183333333334,36.5,9.0,15.059545454545455,80.0,280510.0,0.0050000000000003375,2.0,8191.0,769.0,61.0,3.0,30.0,17.4,0.0,3.0,1.0,1.0,35.0,1.0,1015.0
7.968686833333334,195.46666666666667,59.0,17.741186440677968,92.0,120360.0,0.027000000000000135,2.0,4906.0,765.2,93.0,2.0,4.2,8.0,1.0,4.0,2.0,4.0,50.8,1.0,1550.0
12.254600611111112,423.1333333333333,104.0,14.67881188118812,95.0,270411.0,0.028999999999999915,1.0,6840.0,767.5,69.0,3.0,30.0,18.0,0.0,3.0,2.0,1.0,35.0,1.0,1015.0
3.9037193055555557,50.516666666666666,28.0,32.65921052631579,55.0,205126.0,0.016999999999999904,1.0,4954.0,775.9,75.0,6.0,19.0,4.0,5.0,3.0,3.0,1.0,50.8,1.0,1640.0
5.200379722222222,184.15,49.0,15.954792043399639,64.0,217977.0,0.022999999999999687,2.0,4912.0,769.9,94.0,0.0,4.9,2.1,0.0,1.0,6.0,4.0,50.8,1.0,1640.0
7.359613861111111,125.16666666666667,45.0,21.38151595744681,93.0,126546.0,0.022999999999999687,1.0,4927.0,750.5,90.0,2.0,7.0,26.7,0.0,2.0,6.0,4.0,50.8,1.0,1640.0
0.48690055555555556,16.633333333333333,5.0,17.072277227722775,92.0,140979.0,0.02400000000000091,2.0,8192.0,773.8,51.0,3.0,14.0,4.8,0.0,4.0,3.0,4.0,50.8,1.0,1640.0
0.8364603888888889,14.016666666666667,4.0,17.4625,62.0,271319.0,0.004999999999999893,1.0,5065.0,754.7,87.0,1.0,19.0,26.2,0.0,2.0,7.0,4.0,35.0,1.0,1015.0
1.33708275,26.666666666666668,8.0,19.23167701863354,76.0,192084.0,0.03000000000000025,2.0,4956.0,754.3,63.0,3.0,14.0,33.1,0.0,2.0,6.0,4.0,50.8,1.0,1640.0
14.00763575,228.05,96.0,25.088693098384724,53.0,74020.0,0.05600000000000005,2.0,4930.0,762.4,96.0,2.0,30.0,25.7,0.0,3.0,3.0,2.0,50.8,1.0,1640.0
2.6395379722222225,52.166666666666664,17.0,19.711464968152864,74.0,101341.0,0.021999999999999797,3.0,4912.0,752.3,50.0,3.0,24.0,37.1,0.0,2.0,5.0,1.0,50.8,1.0,1640.0
2.634639388888889,53.833333333333336,23.0,25.58611111111111,67.0,135908.0,0.02499999999999991,1.0,8192.0,768.4,38.0,3.0,22.0,-2.0,0.0,4.0,5.0,4.0,61.1,1.0,1560.0
7.741363722222221,186.83333333333334,49.0,15.62691622103387,90.0,111210.0,0.018000000000000682,1.0,8192.0,756.3,96.0,2.0,4.9,19.8,0.0,1.0,7.0,4.0,61.1,1.0,1560.0
0.6831696111111111,10.0,3.0,19.29672131147541,89.0,82315.0,0.02400000000000002,2.0,4009.0,771.6,22.0,4.0,23.0,4.2,0.0,4.0,7.0,3.0,50.8,1.0,1640.0
5.550767416666667,120.55,43.0,21.39042995839112,93.0,166806.0,0.022999999999999687,0.0,4984.0,761.7,69.0,2.0,30.0,20.6,0.0,3.0,7.0,4.0,50.8,1.0,1640.0
4.746358972222222,185.83333333333334,26.0,8.410125448028674,95.0,175408.0,0.03000000000000025,3.0,8192.0,769.2,73.0,3.0,15.0,6.6,0.0,4.0,1.0,1.0,61.1,1.0,1560.0
4.810580333333333,89.35,25.0,16.861333333333334,59.0,239362.0,0.02400000000000002,0.0,4928.0,773.4,80.0,1.0,3.7,1.9,0.0,4.0,2.0,1.0,52.5,1.0,1560.0
1.6391923055555555,21.5,8.0,21.36230769230769,83.0,47555.0,0.028999999999999915,6.0,8192.0,754.8,66.0,2.0,13.0,32.4,0.0,2.0,3.0,1.0,61.1,1.0,1560.0
27.901163194444447,596.6166666666667,227.0,23.065541893051186,92.0,169108.0,0.020999999999999908,1.0,4897.0,743.6,94.0,9.0,5.0,24.0,75.0,3.0,4.0,4.0,50.8,1.0,1640.0
0.9203936388888889,25.516666666666666,3.0,7.601298701298701,99.0,254811.0,0.03300000000000036,3.0,6738.0,754.3,70.0,1.0,14.0,30.5,0.0,2.0,1.0,4.0,35.0,1.0,1015.0
7.444177722222221,153.58333333333334,44.0,17.26758849557522,93.0,238041.0,0.02600000000000069,3.0,8192.0,756.6,72.0,2.0,24.0,28.3,0.0,1.0,1.0,1.0,50.8,1.0,1640.0
1.5571271944444445,31.966666666666665,13.0,22.714444444444442,93.0,260754.0,0.009000000000000341,3.0,8191.0,767.8,49.0,6.0,30.0,20.4,0.1,3.0,1.0,3.0,35.0,1.0,1015.0
9.59793877777778,219.06666666666666,57.0,15.167468944099376,93.0,248319.0,0.016000000000000902,3.0,4911.0,751.5,67.0,3.0,24.0,31.6,0.0,2.0,2.0,4.0,50.8,1.0,1550.0
3.3134373055555555,61.833333333333336,28.0,27.06478494623656,80.0,72921.0,0.03699999999999992,1.0,4980.0,768.0,63.0,3.0,9.0,14.8,0.0,3.0,5.0,4.0,50.8,1.0,1640.0
2.02254775,65.5,12.0,11.418527918781725,80.0,201628.0,0.02300000000000013,2.0,5033.0,768.6,71.0,4.0,12.0,7.5,0.4,4.0,7.0,4.0,50.8,1.0,1640.0
4.038631777777778,97.66666666666667,31.0,18.93713798977853,52.0,58802.0,0.026000000000000245,3.0,8192.0,764.8,78.0,2.0,30.0,15.9,0.0,3.0,4.0,1.0,61.1,1.0,1560.0
3.7600411111111107,63.833333333333336,37.0,34.3484126984127,57.0,101364.0,0.2650000000000001,2.0,5049.0,760.0,82.0,3.0,27.0,25.5,0.0,3.0,7.0,1.0,50.8,1.0,1640.0
10.48140763888889,168.41666666666666,75.0,26.483400000000003,100.0,170460.0,0.029000000000000803,3.0,8192.0,763.3,67.0,2.0,14.0,17.0,0.0,3.0,6.0,2.0,61.1,1.0,1560.0
